ID,Timestamp,Value
10008,2022-02-21 15:26:20.235+00,18.625
10019,2022-02-21 15:26:20.235+00,9.195
10016,2022-02-21 15:26:20.235+00,6.695
10024,2022-02-21 15:26:20.235+00,187.613
10093,2022-02-21 15:26:20.234+00,1.25
10088,2022-02-21 15:26:20.234+00,856.109
10018,2022-02-21 15:26:20.234+00,159.88
10034,2022-02-21 15:26:20.234+00,0.0
10079,2022-02-21 15:26:20.234+00,7.771
10101,2022-02-21 15:26:20.234+00,178.683
10032,2022-02-21 15:26:20.234+00,425.0
10078,2022-02-21 15:26:20.234+00,0.5
10085,2022-02-21 15:26:20.234+00,0.5
10033,2022-02-21 15:26:20.234+00,425.0
10102,2022-02-21 15:26:20.234+00,1.25
10094,2022-02-21 15:26:20.234+00,106.76
10012,2022-02-21 15:26:19.229+00,184.0
10075,2022-02-21 15:26:19.229+00,4.968
10025,2022-02-21 15:26:19.229+00,8.829
10096,2022-02-21 15:26:19.229+00,15.862
10002,2022-02-21 15:26:19.229+00,158.72
10081,2022-02-21 15:26:19.229+00,54302.172
10097,2022-02-21 15:26:19.229+00,893.415
10082,2022-02-21 15:26:19.229+00,4.967
10073,2022-02-21 15:26:19.229+00,425.014
10005,2022-02-21 15:26:19.229+00,8.0
10015,2022-02-21 15:26:19.229+00,798.0
10077,2022-02-21 15:26:19.229+00,1001.24
10083,2022-02-21 15:26:19.229+00,69.063
10027,2022-02-21 15:26:19.229+00,234.485
10100,2022-02-21 15:26:19.229+00,51.909
10014,2022-02-21 15:26:19.229+00,753.0
10080,2022-02-21 15:26:19.229+00,424.965
10076,2022-02-21 15:26:19.229+00,68.871
10103,2022-02-21 15:26:19.229+00,110.341
10035,2022-02-21 15:26:19.229+00,0.0
10004,2022-02-21 15:26:19.229+00,159.73
10003,2022-02-21 15:26:19.228+00,18.9
10074,2022-02-21 15:26:19.228+00,52920.598
10006,2022-02-21 15:26:19.228+00,8.0
10089,2022-02-21 15:26:19.228+00,204616.859
10031,2022-02-21 15:26:19.228+00,67.309
10098,2022-02-21 15:26:19.228+00,207165.219
10099,2022-02-21 15:26:19.228+00,10.019
10029,2022-02-21 15:26:19.228+00,66.814
10007,2022-02-21 15:26:19.228+00,8.0
10017,2022-02-21 15:26:19.228+00,22.681
10023,2022-02-21 15:26:19.228+00,25.968
10020,2022-02-21 15:26:19.228+00,33.388
10011,2022-02-21 15:26:19.227+00,124.88
10095,2022-02-21 15:26:19.227+00,865.161
10086,2022-02-21 15:26:19.227+00,613.126
10013,2022-02-21 15:26:19.227+00,190.0
10010,2022-02-21 15:26:19.227+00,141.95
10084,2022-02-21 15:26:19.227+00,1001.179
10092,2022-02-21 15:26:19.227+00,178.201
10028,2022-02-21 15:26:19.227+00,429.026
10091,2022-02-21 15:26:19.227+00,25.78
10090,2022-02-21 15:26:19.227+00,7.096
10026,2022-02-21 15:26:19.227+00,33.287
10072,2022-02-21 15:26:19.227+00,7.789
10087,2022-02-21 15:26:19.227+00,15.254
10030,2022-02-21 15:26:19.227+00,429.174
10000,2022-02-21 15:26:19.227+00,10.04
10053,2022-02-21 14:56:07.06+00,0.0
10065,2022-02-21 14:56:07.06+00,0.0
10067,2022-02-21 14:56:07.06+00,500.0
10060,2022-02-21 14:56:07.06+00,94.845
10108,2022-02-21 14:56:07.06+00,0.0
10046,2022-02-21 14:56:07.06+00,29.91
10070,2022-02-21 14:56:07.06+00,0.0
10061,2022-02-21 14:56:07.06+00,0.0
10054,2022-02-21 14:56:07.06+00,124.231
10064,2022-02-21 14:56:07.06+00,0.0
10050,2022-02-21 14:56:07.06+00,901.0
10066,2022-02-21 14:56:07.06+00,0.0
10056,2022-02-21 14:56:07.06+00,0.0
10068,2022-02-21 14:56:07.06+00,500.0
10044,2022-02-21 14:56:07.06+00,23.43
10057,2022-02-21 14:56:07.06+00,133.951
10042,2022-02-21 14:56:07.06+00,8.24
10043,2022-02-21 14:56:07.06+00,8.0
10069,2022-02-21 14:56:07.06+00,450.0
10055,2022-02-21 14:56:07.06+00,0.0
10106,2022-02-21 14:56:07.06+00,0.0
10041,2022-02-21 14:56:07.06+00,8.0
10047,2022-02-21 14:56:07.06+00,15.86
10104,2022-02-21 14:56:07.06+00,0.0
10048,2022-02-21 14:56:07.06+00,364.0
10039,2022-02-21 14:56:07.059+00,8.0
10049,2022-02-21 14:56:06.044+00,384.0
10058,2022-02-21 14:56:06.044+00,0.0
10045,2022-02-21 14:56:06.044+00,10.61
10063,2022-02-21 14:56:06.044+00,345.26
10052,2022-02-21 14:56:06.044+00,0.0
10107,2022-02-21 14:56:06.044+00,0.0
10071,2022-02-21 14:56:06.044+00,0.0
10038,2022-02-21 14:56:06.044+00,23.22
10040,2022-02-21 14:56:06.044+00,8.0
10036,2022-02-21 14:56:06.044+00,80.44
10062,2022-02-21 14:56:06.044+00,138.425
10051,2022-02-21 14:56:06.044+00,876.0
10037,2022-02-21 14:56:06.044+00,8.0
10059,2022-02-21 14:56:06.044+00,0.0
10109,2022-02-21 14:56:06.044+00,0.0
10105,2022-02-21 14:56:06.044+00,0.0
10022,2022-02-21 13:56:10.13+00,7.186
10008,2022-02-21 13:56:10.13+00,18.625
10019,2022-02-21 13:56:10.13+00,9.937
10024,2022-02-21 13:56:10.13+00,187.613
10021,2022-02-21 13:56:10.13+00,231.636
10016,2022-02-21 13:56:10.13+00,7.002
10033,2022-02-21 13:56:10.129+00,425.0
10080,2022-02-21 13:56:10.129+00,425.108
10079,2022-02-21 13:56:10.129+00,406.152
10012,2022-02-21 13:56:10.129+00,210.0
10027,2022-02-21 13:56:10.129+00,234.485
10081,2022-02-21 13:56:10.129+00,54275.586
10085,2022-02-21 13:56:10.129+00,0.5
10078,2022-02-21 13:56:10.129+00,0.5
10103,2022-02-21 13:56:10.129+00,110.884
10014,2022-02-21 13:56:10.129+00,754.0
10025,2022-02-21 13:56:10.129+00,10.809
10077,2022-02-21 13:56:10.129+00,1002.566
10102,2022-02-21 13:56:10.129+00,1.25
10101,2022-02-21 13:56:10.129+00,168.861
10015,2022-02-21 13:56:10.129+00,800.0
10088,2022-02-21 13:56:10.129+00,871.982
10100,2022-02-21 13:56:10.129+00,54.55
10004,2022-02-21 13:56:10.129+00,154.38
10075,2022-02-21 13:56:10.129+00,4.909
10005,2022-02-21 13:56:10.129+00,8.0
10096,2022-02-21 13:56:10.129+00,853.877
10018,2022-02-21 13:56:10.129+00,159.88
10035,2022-02-21 13:56:10.129+00,0.0
10032,2022-02-21 13:56:10.129+00,425.0
10034,2022-02-21 13:56:10.129+00,0.0
10073,2022-02-21 13:56:10.129+00,424.979
10094,2022-02-21 13:56:10.129+00,108.753
10093,2022-02-21 13:56:10.129+00,1.25
10003,2022-02-21 13:56:09.113+00,18.71
10098,2022-02-21 13:56:09.113+00,207109.813
10002,2022-02-21 13:56:09.113+00,153.27
10099,2022-02-21 13:56:09.113+00,9.964
10086,2022-02-21 13:56:09.113+00,1043.171
10011,2022-02-21 13:56:09.113+00,110.66
10007,2022-02-21 13:56:09.113+00,8.0
10072,2022-02-21 13:56:09.113+00,406.176
10020,2022-02-21 13:56:09.113+00,19.382
10013,2022-02-21 13:56:09.113+00,174.0
10087,2022-02-21 13:56:09.113+00,817.935
10095,2022-02-21 13:56:09.113+00,855.318
10082,2022-02-21 13:56:09.113+00,4.915
10092,2022-02-21 13:56:09.113+00,169.633
10029,2022-02-21 13:56:09.113+00,66.296
10091,2022-02-21 13:56:09.113+00,79.86
10000,2022-02-21 13:56:09.113+00,40.066
10083,2022-02-21 13:56:09.113+00,67.139
10006,2022-02-21 13:56:09.113+00,8.0
10026,2022-02-21 13:56:09.113+00,18.829
10017,2022-02-21 13:56:09.113+00,12.943
10023,2022-02-21 13:56:09.113+00,14.025
10097,2022-02-21 13:56:09.113+00,915.526
10076,2022-02-21 13:56:09.113+00,66.901
10090,2022-02-21 13:56:09.113+00,12.082
10010,2022-02-21 13:56:09.113+00,127.95
10031,2022-02-21 13:56:09.113+00,66.475
10030,2022-02-21 13:56:09.113+00,425.151
10074,2022-02-21 13:56:09.113+00,52893.969
10084,2022-02-21 13:56:09.113+00,1002.494
10089,2022-02-21 13:56:09.113+00,204563.438
10028,2022-02-21 13:56:09.113+00,424.346
10016,2022-02-21 13:26:58.8+00,7.002
10088,2022-02-21 13:26:58.8+00,871.982
10085,2022-02-21 13:26:58.8+00,0.5
10008,2022-02-21 13:26:58.8+00,18.625
10019,2022-02-21 13:26:58.8+00,9.937
10024,2022-02-21 13:26:58.8+00,187.613
10033,2022-02-21 13:26:58.8+00,425.0
10021,2022-02-21 13:26:58.8+00,231.636
10101,2022-02-21 13:26:58.8+00,168.678
10094,2022-02-21 13:26:58.8+00,107.504
10102,2022-02-21 13:26:58.8+00,1.25
10022,2022-02-21 13:26:58.8+00,7.186
10079,2022-02-21 13:26:58.8+00,397.509
10093,2022-02-21 13:26:58.8+00,1.25
10034,2022-02-21 13:26:58.8+00,0.0
10018,2022-02-21 13:26:58.8+00,159.88
10032,2022-02-21 13:26:58.8+00,425.0
10096,2022-02-21 13:26:58.799+00,835.641
10080,2022-02-21 13:26:58.799+00,425.108
10083,2022-02-21 13:26:58.799+00,68.285
10103,2022-02-21 13:26:58.799+00,110.857
10097,2022-02-21 13:26:58.799+00,915.526
10077,2022-02-21 13:26:58.799+00,1003.366
10002,2022-02-21 13:26:58.799+00,150.87
10025,2022-02-21 13:26:58.799+00,10.809
10081,2022-02-21 13:26:58.799+00,54266.945
10015,2022-02-21 13:26:58.799+00,796.0
10035,2022-02-21 13:26:58.799+00,0.0
10075,2022-02-21 13:26:58.799+00,4.911
10082,2022-02-21 13:26:58.799+00,4.961
10073,2022-02-21 13:26:58.799+00,424.979
10100,2022-02-21 13:26:58.799+00,54.767
10004,2022-02-21 13:26:58.799+00,152.03
10078,2022-02-21 13:26:58.799+00,0.5
10005,2022-02-21 13:26:58.799+00,8.0
10012,2022-02-21 13:26:58.799+00,191.0
10027,2022-02-21 13:26:58.799+00,234.485
10076,2022-02-21 13:26:58.799+00,66.848
10014,2022-02-21 13:26:58.799+00,755.0
10084,2022-02-21 13:26:58.798+00,1003.32
10003,2022-02-21 13:26:58.798+00,18.68
10020,2022-02-21 13:26:58.798+00,14.248
10087,2022-02-21 13:26:58.798+00,800.027
10086,2022-02-21 13:26:58.798+00,868.927
10030,2022-02-21 13:26:58.798+00,427.386
10099,2022-02-21 13:26:58.798+00,9.979
10098,2022-02-21 13:26:58.798+00,207091.578
10072,2022-02-21 13:26:58.798+00,397.561
10089,2022-02-21 13:26:58.798+00,204545.531
10011,2022-02-21 13:26:58.798+00,120.4
10028,2022-02-21 13:26:58.798+00,424.957
10031,2022-02-21 13:26:58.798+00,66.336
10074,2022-02-21 13:26:58.798+00,52885.355
10090,2022-02-21 13:26:58.798+00,10.05
10010,2022-02-21 13:26:58.798+00,126.4
10026,2022-02-21 13:26:58.798+00,13.542
10023,2022-02-21 13:26:58.798+00,10.127
10006,2022-02-21 13:26:58.798+00,8.0
10091,2022-02-21 13:26:58.798+00,55.421
10013,2022-02-21 13:26:58.798+00,178.0
10000,2022-02-21 13:26:58.798+00,25.109
10092,2022-02-21 13:26:58.798+00,168.034
10029,2022-02-21 13:26:58.798+00,66.203
10095,2022-02-21 13:26:58.798+00,858.566
10007,2022-02-21 13:26:58.798+00,8.0
10017,2022-02-21 13:26:58.798+00,9.503
10048,2022-02-21 13:26:05.05+00,367.0
10050,2022-02-21 13:26:05.05+00,895.0
10070,2022-02-21 13:26:05.05+00,0.0
10060,2022-02-21 13:26:05.05+00,172.703
10064,2022-02-21 13:26:05.05+00,0.0
10066,2022-02-21 13:26:05.05+00,0.0
10069,2022-02-21 13:26:05.05+00,450.0
10061,2022-02-21 13:26:05.05+00,0.0
10057,2022-02-21 13:26:05.05+00,133.951
10065,2022-02-21 13:26:05.05+00,0.0
10046,2022-02-21 13:26:04.033+00,29.94
10047,2022-02-21 13:26:04.033+00,15.88
10067,2022-02-21 13:26:04.033+00,500.0
10068,2022-02-21 13:26:04.033+00,500.0
10044,2022-02-21 13:26:04.033+00,23.4
10053,2022-02-21 13:26:04.033+00,0.0
10055,2022-02-21 13:26:04.033+00,0.0
10106,2022-02-21 13:26:04.033+00,0.0
10054,2022-02-21 13:26:04.033+00,124.231
10056,2022-02-21 13:26:04.033+00,0.0
10108,2022-02-21 13:26:04.033+00,0.0
10063,2022-02-21 13:26:04.032+00,345.26
10109,2022-02-21 13:26:04.032+00,0.0
10042,2022-02-21 13:26:04.032+00,8.23
10039,2022-02-21 13:26:04.032+00,8.0
10104,2022-02-21 13:26:04.032+00,0.0
10105,2022-02-21 13:26:04.032+00,0.0
10043,2022-02-21 13:26:04.032+00,8.0
10062,2022-02-21 13:26:04.032+00,138.425
10045,2022-02-21 13:26:04.032+00,10.61
10037,2022-02-21 13:26:04.032+00,8.0
10052,2022-02-21 13:26:04.032+00,0.0
10036,2022-02-21 13:26:04.032+00,197.25
10059,2022-02-21 13:26:04.032+00,94.845
10071,2022-02-21 13:26:04.032+00,0.0
10049,2022-02-21 13:26:04.032+00,387.0
10038,2022-02-21 13:26:04.032+00,23.41
10058,2022-02-21 13:26:04.032+00,0.0
10051,2022-02-21 13:26:04.032+00,874.0
10041,2022-02-21 13:26:04.032+00,8.0
10107,2022-02-21 13:26:04.032+00,0.0
10040,2022-02-21 13:26:04.032+00,8.0
10046,2022-02-21 12:41:43.264+00,29.95
10108,2022-02-21 12:41:43.264+00,0.0
10044,2022-02-21 12:41:43.264+00,23.41
10047,2022-02-21 12:41:43.264+00,15.87
10056,2022-02-21 12:41:43.264+00,133.951
10054,2022-02-21 12:41:43.264+00,124.231
10055,2022-02-21 12:41:43.264+00,0.0
10067,2022-02-21 12:41:43.264+00,500.0
10068,2022-02-21 12:41:43.264+00,500.0
10053,2022-02-21 12:41:43.264+00,0.0
10104,2022-02-21 12:41:43.264+00,0.0
10106,2022-02-21 12:41:43.264+00,0.0
10043,2022-02-21 12:41:43.264+00,8.0
10041,2022-02-21 12:41:43.263+00,8.0
10042,2022-02-21 12:41:43.263+00,8.23
10039,2022-02-21 12:41:43.263+00,8.0
10036,2022-02-21 12:41:42.249+00,197.29
10071,2022-02-21 12:41:42.248+00,0.0
10051,2022-02-21 12:41:42.248+00,873.0
10107,2022-02-21 12:41:42.248+00,0.0
10052,2022-02-21 12:41:42.248+00,0.0
10037,2022-02-21 12:41:42.248+00,8.0
10058,2022-02-21 12:41:42.248+00,0.0
10109,2022-02-21 12:41:42.248+00,0.0
10062,2022-02-21 12:41:42.248+00,138.425
10045,2022-02-21 12:41:42.248+00,10.61
10105,2022-02-21 12:41:42.248+00,0.0
10059,2022-02-21 12:41:42.248+00,94.845
10038,2022-02-21 12:41:42.248+00,23.41
10040,2022-02-21 12:41:42.248+00,8.0
10063,2022-02-21 12:41:42.248+00,345.26
10049,2022-02-21 12:41:42.248+00,387.0
10019,2022-02-21 11:42:21.972+00,9.606
10075,2022-02-21 11:42:21.972+00,4.918
10005,2022-02-21 11:42:21.972+00,8.0
10004,2022-02-21 11:42:21.972+00,145.65
10032,2022-02-21 11:42:21.972+00,425.0
10085,2022-02-21 11:42:21.972+00,0.5
10080,2022-02-21 11:42:21.972+00,425.108
10022,2022-02-21 11:42:21.972+00,7.199
10081,2022-02-21 11:42:21.972+00,54236.07
10101,2022-02-21 11:42:21.972+00,172.513
10035,2022-02-21 11:42:21.972+00,0.0
10033,2022-02-21 11:42:21.972+00,425.0
10073,2022-02-21 11:42:21.972+00,424.979
10078,2022-02-21 11:42:21.972+00,0.5
10079,2022-02-21 11:42:21.972+00,366.635
10027,2022-02-21 11:42:21.972+00,240.78
10024,2022-02-21 11:42:21.972+00,189.465
10021,2022-02-21 11:42:21.972+00,232.505
10025,2022-02-21 11:42:21.972+00,10.393
10015,2022-02-21 11:42:21.972+00,796.0
10016,2022-02-21 11:42:21.972+00,6.832
10018,2022-02-21 11:42:21.972+00,164.139
10103,2022-02-21 11:42:21.972+00,108.914
10077,2022-02-21 11:42:21.972+00,1001.418
10034,2022-02-21 11:42:21.972+00,0.0
10102,2022-02-21 11:42:21.972+00,1.25
10096,2022-02-21 11:42:21.972+00,770.433
10093,2022-02-21 11:42:21.972+00,1.25
10008,2022-02-21 11:42:21.972+00,18.625
10088,2022-02-21 11:42:21.972+00,871.982
10094,2022-02-21 11:42:21.972+00,104.268
10082,2022-02-21 11:42:21.971+00,4.926
10002,2022-02-21 11:42:21.971+00,144.67
10089,2022-02-21 11:42:21.971+00,204483.063
10029,2022-02-21 11:42:21.971+00,65.737
10099,2022-02-21 11:42:21.971+00,11.108
10014,2022-02-21 11:42:21.971+00,753.0
10012,2022-02-21 11:42:21.971+00,184.0
10020,2022-02-21 11:42:21.971+00,227.92
10074,2022-02-21 11:42:21.971+00,52854.449
10097,2022-02-21 11:42:21.971+00,915.526
10076,2022-02-21 11:42:21.971+00,67.04
10083,2022-02-21 11:42:21.971+00,67.243
10006,2022-02-21 11:42:21.971+00,8.0
10100,2022-02-21 11:42:21.971+00,66.183
10023,2022-02-21 11:42:21.971+00,183.581
10003,2022-02-21 11:42:21.971+00,18.69
10007,2022-02-21 11:42:21.971+00,8.0
10031,2022-02-21 11:42:21.971+00,65.675
10098,2022-02-21 11:42:21.971+00,207026.375
10091,2022-02-21 11:42:20.955+00,26.936
10030,2022-02-21 11:42:20.955+00,425.621
10026,2022-02-21 11:42:20.955+00,230.985
10095,2022-02-21 11:42:20.955+00,959.247
10086,2022-02-21 11:42:20.955+00,613.965
10092,2022-02-21 11:42:20.955+00,170.871
10017,2022-02-21 11:42:20.955+00,157.197
10087,2022-02-21 11:42:20.955+00,737.573
10010,2022-02-21 11:42:20.955+00,126.5
10013,2022-02-21 11:42:20.955+00,182.0
10072,2022-02-21 11:42:20.955+00,366.661
10084,2022-02-21 11:42:20.955+00,1001.359
10028,2022-02-21 11:42:20.955+00,424.923
10090,2022-02-21 11:42:20.955+00,7.112
10000,2022-02-21 11:42:20.955+00,10.05
10011,2022-02-21 11:42:20.955+00,120.86
10054,2022-02-21 11:26:55.604+00,208.959
10070,2022-02-21 11:26:55.604+00,0.0
10060,2022-02-21 11:26:55.604+00,172.703
10061,2022-02-21 11:26:55.604+00,0.0
10064,2022-02-21 11:26:55.604+00,0.0
10057,2022-02-21 11:26:55.604+00,232.391
10048,2022-02-21 11:26:55.604+00,368.0
10065,2022-02-21 11:26:55.604+00,0.0
10069,2022-02-21 11:26:55.604+00,450.0
10056,2022-02-21 11:26:55.604+00,133.951
10067,2022-02-21 11:26:55.604+00,500.0
10050,2022-02-21 11:26:55.604+00,886.0
10068,2022-02-21 11:26:55.604+00,500.0
10053,2022-02-21 11:26:55.604+00,124.231
10066,2022-02-21 11:26:55.604+00,0.0
10047,2022-02-21 11:26:55.603+00,15.83
10039,2022-02-21 11:26:55.603+00,8.0
10055,2022-02-21 11:26:55.603+00,0.0
10041,2022-02-21 11:26:55.603+00,8.0
10106,2022-02-21 11:26:55.603+00,0.0
10046,2022-02-21 11:26:55.603+00,29.93
10044,2022-02-21 11:26:55.603+00,23.41
10104,2022-02-21 11:26:55.603+00,0.0
10108,2022-02-21 11:26:55.603+00,0.0
10042,2022-02-21 11:26:55.603+00,8.19
10043,2022-02-21 11:26:55.603+00,8.0
10058,2022-02-21 11:26:54.587+00,0.0
10071,2022-02-21 11:26:54.587+00,0.0
10059,2022-02-21 11:26:54.587+00,94.845
10063,2022-02-21 11:26:54.587+00,345.26
10036,2022-02-21 11:26:54.587+00,197.38
10051,2022-02-21 11:26:54.587+00,871.0
10038,2022-02-21 11:26:54.587+00,23.36
10052,2022-02-21 11:26:54.587+00,0.0
10107,2022-02-21 11:26:54.587+00,0.0
10109,2022-02-21 11:26:54.587+00,0.0
10045,2022-02-21 11:26:54.587+00,10.61
10105,2022-02-21 11:26:54.587+00,0.0
10062,2022-02-21 11:26:54.587+00,138.425
10040,2022-02-21 11:26:54.587+00,8.0
10049,2022-02-21 11:26:54.587+00,388.0
10037,2022-02-21 11:26:54.587+00,8.0
10060,2022-02-21 10:26:09.104+00,172.703
10069,2022-02-21 10:26:09.104+00,450.0
10065,2022-02-21 10:26:09.104+00,0.0
10066,2022-02-21 10:26:09.104+00,0.0
10050,2022-02-21 10:26:09.104+00,887.0
10057,2022-02-21 10:26:09.104+00,232.391
10064,2022-02-21 10:26:09.104+00,0.0
10048,2022-02-21 10:26:09.104+00,366.0
10061,2022-02-21 10:26:09.104+00,0.0
10070,2022-02-21 10:26:09.104+00,0.0
10055,2022-02-21 10:26:09.103+00,0.0
10106,2022-02-21 10:26:09.103+00,0.0
10068,2022-02-21 10:26:09.103+00,500.0
10056,2022-02-21 10:26:09.103+00,133.951
10042,2022-02-21 10:26:09.103+00,8.16
10108,2022-02-21 10:26:09.103+00,0.0
10043,2022-02-21 10:26:09.103+00,8.0
10067,2022-02-21 10:26:09.103+00,500.0
10039,2022-02-21 10:26:09.103+00,8.0
10041,2022-02-21 10:26:09.103+00,8.0
10054,2022-02-21 10:26:09.103+00,208.959
10044,2022-02-21 10:26:09.103+00,23.41
10046,2022-02-21 10:26:09.103+00,29.91
10104,2022-02-21 10:26:09.103+00,0.0
10047,2022-02-21 10:26:09.103+00,15.8
10053,2022-02-21 10:26:09.103+00,124.231
